0.16253968253968254	21.91963718820862	5
21.91963718820862	25.93668934240363	4
25.93668934240363	29.048163265306123	7
29.048163265306123	35.71229024943311	0
35.71229024943311	36.57142857142857	8
36.57142857142857	40.12408163265306	4
40.12408163265306	43.281995464852606	7
43.281995464852606	49.04054421768708	0
49.04054421768708	50.387301587301586	8
50.387301587301586	57.02820861678005	4
57.02820861678005	60.41832199546485	2
60.41832199546485	67.9415873015873	3
67.9415873015873	68.82394557823129	11
68.82394557823129	74.60571428571428	6
74.60571428571428	89.46648526077098	2
89.46648526077098	96.59501133786848	0
96.59501133786848	97.03619047619047	8
97.03619047619047	100.58884353741496	4
100.58884353741496	103.72353741496599	7
103.72353741496599	109.92326530612245	0
109.92326530612245	110.82884353741497	8
110.82884353741497	116.12299319727892	4
116.12299319727892	117.4465306122449	7
117.4465306122449	120.85986394557823	2
120.85986394557823	128.3831292517007	3
128.3831292517007	129.2887074829932	11
129.2887074829932	135.0704761904762	6
135.0704761904762	141.73460317460317	3
141.73460317460317	143.05814058956915	11
143.05814058956915	149.18820861678006	6
149.18820861678006	151.76562358276644	9
151.76562358276644	155.27183673469386	1
155.27183673469386	161.77342403628117	10
161.77342403628117	163.79356009070295	1
163.79356009070295	169.7843083900227	10
169.7843083900227	171.27038548752836	1
171.27038548752836	175.7750566893424	2
175.7750566893424	190.70548752834466	1
190.70548752834466	194.23492063492063	10
